threshold,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
0.01,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.02,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.03,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.04,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.05,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.06,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.07,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.08,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.09,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.1,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.11,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.12,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.13,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.14,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.15,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.16,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.17,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.18,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.19,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.2,0.9527856468366384,0.9078004888179114,0.9527856468366384,0.9297492433831412,0.0,0.0,0.0,0.9527856468366384,1.0,0.9758220502901354
0.21,0.9531004091910608,0.9553006733694398,0.9531004091910608,0.9305244860835815,1.0,0.006666666666666667,0.013245033112582781,0.9530856423173804,1.0,0.9759793648234725
0.22,0.9531004091910608,0.9553006733694398,0.9531004091910608,0.9305244860835815,1.0,0.006666666666666667,0.013245033112582781,0.9530856423173804,1.0,0.9759793648234725
0.23,0.9531004091910608,0.9553006733694398,0.9531004091910608,0.9305244860835815,1.0,0.006666666666666667,0.013245033112582781,0.9530856423173804,1.0,0.9759793648234725
0.24,0.9534151715454832,0.9555866848088748,0.9534151715454832,0.931291548754992,1.0,0.013333333333333334,0.02631578947368421,0.9533858267716535,1.0,0.9761367300870687
0.25,0.9534151715454832,0.9555866848088748,0.9534151715454832,0.931291548754992,1.0,0.013333333333333334,0.02631578947368421,0.9533858267716535,1.0,0.9761367300870687
0.26,0.9534151715454832,0.9555866848088748,0.9534151715454832,0.931291548754992,1.0,0.013333333333333334,0.02631578947368421,0.9533858267716535,1.0,0.9761367300870687
0.27,0.9534151715454832,0.9555866848088748,0.9534151715454832,0.931291548754992,1.0,0.013333333333333334,0.02631578947368421,0.9533858267716535,1.0,0.9761367300870687
0.28,0.9537299338999056,0.9558728764697588,0.9537299338999056,0.932050592761229,1.0,0.02,0.0392156862745098,0.9536862003780718,1.0,0.9762941461054668
0.29,0.9537299338999056,0.9558728764697588,0.9537299338999056,0.932050592761229,1.0,0.02,0.0392156862745098,0.9536862003780718,1.0,0.9762941461054668
0.3,0.954044696254328,0.9561592485224868,0.954044696254328,0.9328017752755027,1.0,0.02666666666666667,0.05194805194805195,0.9539867633154743,1.0,0.9764516129032258
0.31,0.954044696254328,0.9561592485224868,0.954044696254328,0.9328017752755027,1.0,0.02666666666666667,0.05194805194805195,0.9539867633154743,1.0,0.9764516129032258
0.32,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.33,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.34,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.35,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.36,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.37,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.38,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.39,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.4,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.41,0.9543594586087504,0.9564458011376694,0.9543594586087504,0.9335452494155594,1.0,0.03333333333333333,0.06451612903225806,0.9542875157629256,1.0,0.9766091305049202
0.42,0.954044696254328,0.9485630071150586,0.954044696254328,0.9333684027677429,0.8333333333333334,0.03333333333333333,0.0641025641025641,0.9542730999684642,0.9996696399074991,0.9764440141981284
0.43,0.954044696254328,0.9485630071150586,0.954044696254328,0.9333684027677429,0.8333333333333334,0.03333333333333333,0.0641025641025641,0.9542730999684642,0.9996696399074991,0.9764440141981284
0.44,0.954044696254328,0.9485630071150586,0.954044696254328,0.9333684027677429,0.8333333333333334,0.03333333333333333,0.0641025641025641,0.9542730999684642,0.9996696399074991,0.9764440141981284
0.45,0.954044696254328,0.9485630071150586,0.954044696254328,0.9333684027677429,0.8333333333333334,0.03333333333333333,0.0641025641025641,0.9542730999684642,0.9996696399074991,0.9764440141981284
0.46,0.954044696254328,0.9485630071150586,0.954044696254328,0.9333684027677429,0.8333333333333334,0.03333333333333333,0.0641025641025641,0.9542730999684642,0.9996696399074991,0.9764440141981284
0.47,0.9543594586087504,0.9499739778486169,0.9543594586087504,0.9341007098149277,0.8571428571428571,0.04,0.07643312101910828,0.9545741324921135,0.9996696399074991,0.9766015814103598
0.48,0.9543594586087504,0.9499739778486169,0.9543594586087504,0.9341007098149277,0.8571428571428571,0.04,0.07643312101910828,0.9545741324921135,0.9996696399074991,0.9766015814103598
0.49,0.9543594586087504,0.9499739778486169,0.9543594586087504,0.9341007098149277,0.8571428571428571,0.04,0.07643312101910828,0.9545741324921135,0.9996696399074991,0.9766015814103598
0.5,0.9543594586087504,0.9499739778486169,0.9543594586087504,0.9341007098149277,0.8571428571428571,0.04,0.07643312101910828,0.9545741324921135,0.9996696399074991,0.9766015814103598
0.51,0.9543594586087504,0.9499739778486169,0.9543594586087504,0.9341007098149277,0.8571428571428571,0.04,0.07643312101910828,0.9545741324921135,0.9996696399074991,0.9766015814103598
0.52,0.954044696254328,0.9449016394956928,0.954044696254328,0.9339204972966889,0.75,0.04,0.0759493670886076,0.9545597980435468,0.9993392798149984,0.9764364105874758
0.53,0.954044696254328,0.9449016394956928,0.954044696254328,0.9339204972966889,0.75,0.04,0.0759493670886076,0.9545597980435468,0.9993392798149984,0.9764364105874758
0.54,0.9537299338999056,0.940953443786305,0.9537299338999056,0.9337405212694094,0.6666666666666666,0.04,0.07547169811320754,0.9545454545454546,0.9990089197224975,0.976271186440678
0.55,0.9534151715454832,0.9377921453325474,0.9534151715454832,0.9335607763216589,0.6,0.04,0.075,0.9545311019892643,0.9986785596299967,0.9761059089441395
0.56,0.9534151715454832,0.9377921453325474,0.9534151715454832,0.9335607763216589,0.6,0.04,0.075,0.9545311019892643,0.9986785596299967,0.9761059089441395
0.57,0.9534151715454832,0.9377921453325474,0.9534151715454832,0.9335607763216589,0.6,0.04,0.075,0.9545311019892643,0.9986785596299967,0.9761059089441395
0.58,0.9534151715454832,0.9377921453325474,0.9534151715454832,0.9335607763216589,0.6,0.04,0.075,0.9545311019892643,0.9986785596299967,0.9761059089441395
0.59,0.9537299338999056,0.9397962903883638,0.9537299338999056,0.9342754684889016,0.6363636363636364,0.04666666666666667,0.08695652173913043,0.9548325963360708,0.9986785596299967,0.9762635233327951
0.6,0.952470884482216,0.9317297176874345,0.952470884482216,0.9335455291824011,0.4666666666666667,0.04666666666666667,0.08484848484848485,0.954775458570525,0.9973571192599934,0.9756018742931006
0.61,0.952470884482216,0.9317297176874345,0.952470884482216,0.9335455291824011,0.4666666666666667,0.04666666666666667,0.08484848484848485,0.954775458570525,0.9973571192599934,0.9756018742931006
0.62,0.952470884482216,0.9317297176874345,0.952470884482216,0.9335455291824011,0.4666666666666667,0.04666666666666667,0.08484848484848485,0.954775458570525,0.9973571192599934,0.9756018742931006
0.63,0.952470884482216,0.9317297176874345,0.952470884482216,0.9335455291824011,0.4666666666666667,0.04666666666666667,0.08484848484848485,0.954775458570525,0.9973571192599934,0.9756018742931006
0.64,0.9521561221277935,0.930339000848096,0.9521561221277935,0.9333636664804361,0.4375,0.04666666666666667,0.08433734939759036,0.9547611515343246,0.9970267591674926,0.9754363283775048
0.65,0.9518413597733711,0.9291102854165657,0.9518413597733711,0.9331820418081123,0.4117647058823529,0.04666666666666667,0.08383233532934131,0.954746835443038,0.9966963990749917,0.9752707289477938
0.66,0.9515265974189487,0.9280165697120896,0.9515265974189487,0.9330006499796825,0.3888888888888889,0.04666666666666667,0.08333333333333333,0.9547325102880658,0.9963660389824909,0.9751050759780149
0.67,0.9515265974189487,0.9280165697120896,0.9515265974189487,0.9330006499796825,0.3888888888888889,0.04666666666666667,0.08333333333333333,0.9547325102880658,0.9963660389824909,0.9751050759780149
0.68,0.9505823103556814,0.9253525517891785,0.9505823103556814,0.932457821510928,0.3333333333333333,0.04666666666666667,0.08187134502923976,0.9546894803548795,0.9953749587049885,0.9746077955684943
0.69,0.9499527856468366,0.9239566442821872,0.9499527856468366,0.932097010346764,0.30434782608695654,0.04666666666666667,0.08092485549132948,0.9546607482561826,0.9947142385199867,0.9742760071185892
0.7,0.9483789738747246,0.9213220558649703,0.9483789738747246,0.9311984801579599,0.25,0.04666666666666667,0.07865168539325842,0.9545887583359797,0.9930624380574826,0.9734455958549223
0.71,0.9483789738747246,0.9223842243148367,0.9483789738747246,0.9316736272277696,0.26666666666666666,0.05333333333333334,0.08888888888888889,0.9548776612646965,0.9927320779649819,0.9734369938451571
0.72,0.9477494491658798,0.9215699785771441,0.9477494491658798,0.9313105624795629,0.25,0.05333333333333334,0.08791208791208792,0.9548489666136725,0.9920713577799801,0.9731043421905379
0.73,0.947119924457035,0.9218185327384416,0.947119924457035,0.9314034177573615,0.25,0.06,0.0967741935483871,0.9551098376313276,0.9910802775024777,0.9727626459143969
0.74,0.9461756373937678,0.9217662692106484,0.9461756373937678,0.931293350859535,0.24390243902439024,0.06666666666666667,0.10471204188481675,0.9553571428571429,0.9897588371324744,0.9722537725133863
0.75,0.9461756373937678,0.9233951642372078,0.9461756373937678,0.9321432676903632,0.26666666666666666,0.08,0.12307692307692308,0.9559386973180076,0.9890981169474727,0.9722357525572333
0.76,0.9442870632672332,0.9225830324392137,0.9442870632672332,0.9314156277580926,0.24528301886792453,0.08666666666666667,0.12807881773399016,0.956145966709347,0.986785596299967,0.9712241911884246
0.77,0.9436575385583884,0.9221351424313862,0.9436575385583884,0.9310378141031531,0.23636363636363636,0.08666666666666667,0.12682926829268293,0.9561178731582319,0.9861248761149654,0.9708895755407383
0.78,0.9436575385583884,0.9228504725895512,0.9436575385583884,0.931427110554321,0.24561403508771928,0.09333333333333334,0.13526570048309178,0.9564102564102565,0.9857945160224645,0.9708801041158288
0.79,0.9430280138495436,0.9237768259530529,0.9430280138495436,0.9317964530826165,0.25396825396825395,0.10666666666666667,0.15023474178403756,0.9569685292228645,0.9844730756524612,0.9705259729685719
0.8,0.9420837267862764,0.9231922460127596,0.9420837267862764,0.9312185282516391,0.24242424242424243,0.10666666666666667,0.14814814814814814,0.9569270331083253,0.9834819953749587,0.9700228087324861
0.81,0.9405099150141643,0.9229558697155898,0.9405099150141643,0.9306127770036947,0.2328767123287671,0.11333333333333333,0.15246636771300448,0.9571520618556701,0.9814998348199537,0.9691730549665634
0.82,0.9383065785332074,0.9225140040349956,0.9383065785332074,0.9296079305093057,0.21951219512195122,0.12,0.15517241379310345,0.9573505654281098,0.9788569540799471,0.967984318850049
0.83,0.9357884796978282,0.921487440247919,0.9357884796978282,0.9280771109078593,0.2,0.12,0.15,0.9572400388726919,0.9762140733399405,0.9666339548577036
0.84,0.9338999055712937,0.9208179208582623,0.9338999055712937,0.9269372081455471,0.1875,0.12,0.14634146341463414,0.9571567672833495,0.9742319127849356,0.9656188605108055
0.85,0.9320113314447592,0.9213611810731811,0.9320113314447592,0.9264138406963878,0.18867924528301888,0.13333333333333333,0.15625,0.9576685118853794,0.971589032044929,0.9645785503443752
0.86,0.9285489455461127,0.920924868019417,0.9285489455461127,0.9246138808603206,0.17647058823529413,0.14,0.15613382899628253,0.9578155657292348,0.9676247109349191,0.962695152013147
0.87,0.9241422725841989,0.9198629663727615,0.9241422725841989,0.9219700685920968,0.15789473684210525,0.14,0.14840989399293286,0.9576215505913273,0.9629996696399075,0.9603030802174272
0.88,0.9175322631413283,0.9190744808615183,0.9175322631413283,0.9182998637499277,0.14102564102564102,0.14666666666666667,0.1437908496732026,0.9576299238662694,0.9557317476048893,0.9566798941798942
0.89,0.9128108278249921,0.9202355187870107,0.9128108278249921,0.91644367884255,0.1452513966480447,0.17333333333333334,0.1580547112462006,0.9586390927284857,0.9494549058473737,0.9540248962655602
0.9,0.9052565313188543,0.920950281362165,0.9052565313188543,0.9127789982394826,0.14218009478672985,0.2,0.16620498614958448,0.959541469993257,0.9402048232573506,0.9497747371933923
0.91,0.8932955618508026,0.9220491498267468,0.8932955618508026,0.906708072685564,0.13793103448275862,0.24,0.17518248175182483,0.9609053497942387,0.9256689791873142,0.9429581019687027
0.92,0.8791312559017942,0.9234464688886002,0.8791312559017942,0.899244432401553,0.134375,0.2866666666666667,0.1829787234042553,0.9625481274063703,0.9084902543772713,0.9347382732834806
0.93,0.8627636134718287,0.9255778464223989,0.8627636134718287,0.8904280518982162,0.13333333333333333,0.3466666666666667,0.1925925925925926,0.9648367420165052,0.8883382887347209,0.9250085999312005
0.94,0.833805476864967,0.9260618875068031,0.833805476864967,0.8732755989051185,0.11895161290322581,0.3933333333333333,0.1826625386996904,0.9660574412532638,0.8556326395771391,0.9074982480728802
0.95,0.7957192319798552,0.9275158082203272,0.7957192319798552,0.8499890531468581,0.10832025117739404,0.46,0.17534942820838628,0.9681102362204724,0.8123554674595309,0.8834201544817676
0.96,0.7337110481586402,0.929756586707836,0.7337110481586402,0.8096398674126574,0.0962877030162413,0.5533333333333333,0.16403162055335968,0.9710583153347733,0.7426494879418566,0.8416323474354175
0.97,0.6266918476550205,0.9295845144106639,0.6266918476550205,0.7323055171370318,0.07748776508972267,0.6333333333333333,0.1380813953488372,0.9718093285494618,0.626362735381566,0.7617517075130574
0.98,0.4752911551778407,0.9293093494204622,0.4752911551778407,0.6027286335504498,0.06332757628094415,0.7333333333333333,0.11658717541070482,0.9722222222222222,0.46250412950115627,0.6268188941123797
0.99,0.2864337425243941,0.9409249597683234,0.2864337425243941,0.3911387682455458,0.057668198913497705,0.92,0.10853322847031066,0.9846938775510204,0.2550379914106376,0.40514300708475465
